desired_stage 1 0.1G attenuation,desired_stage 2 0.1G attenuation,desired_stage 1 3.5G attenuation,desired_stage 2 3.5G attenuation,desired_stage 1 7G attenuation,desired_stage 2 7G attenuation,desired_stage 1 14G attenuation,desired_stage 2 14G attenuation,desired_stage 1 28G attenuation,desired_stage 2 28G attenuation,predicted_stage 1 0.1G attenuation,predicted_stage 2 0.1G attenuation,predicted_stage 1 3.5G attenuation,predicted_stage 2 3.5G attenuation,predicted_stage 1 7G attenuation,predicted_stage 2 7G attenuation,predicted_stage 1 14G attenuation,predicted_stage 2 14G attenuation,predicted_stage 1 28G attenuation,predicted_stage 2 28G attenuation,fW,current,ind,Rd,Cs,Rs,mse_error
-2.905712442939797,-1.090768766208659,-22.6368398552492,-18.08774870084917,-11.464078631674631,-28.535104621482226,-28.977114687262986,-19.705896418733712,-14.544866598828,-17.408158900628962,-10.87604213298021,-11.563800418973447,-17.321695694547884,-8.368952478916732,-18.426079426788288,-8.3736341155908,-27.09063446752297,-18.329187135349173,-31.473740684934963,-26.05899214523239,3.888521654514396e-06,0.001138206192561149,2.0572486725071664e-09,730.1017195374632,1.21e-15,740.7927256316874,111.77484825709587
-2.130745641258696,-2.5163361382379867,-8.22369188917991,-11.07139634946266,-18.573940382415188,-12.400412514661916,-18.413368014489787,-34.98872821832108,-2.02633728847902,-8.688005317470827,-8.185948939223728,-15.989766675300306,-11.630788188247317,3.3431555948752365,-13.374053077691194,-8.03335139656376,-14.508100717048396,-18.67775397302312,-23.095684530783927,-15.979464696043891,1e-06,0.0012746517882425363,4.01e-15,729.4589218681465,1.21e-15,740.7762266475119,126.20782477363397
-0.5776795345078125,-0.3117261002295204,-22.55140460573403,-27.422253771788228,-29.088957429799827,-23.923813717555294,-18.028123387321834,-16.880776533734615,-18.72888281818174,-9.22730587338711,-6.018301061527227,-4.535518722870818,-12.57941451512971,-16.781666299626927,-14.905796467814195,-18.827543155155205,-20.84720020670179,-19.823805546361164,-28.190935024653083,-33.25965421115393,6.651796099113597e-06,0.0009345294046744255,1.8669235975396293e-09,730.2880399223699,1.21e-15,740.7983454321853,117.09303158264315
-1.747766990553663,-2.3336765685878094,-27.192393500943147,-22.09203984021282,-10.54752264843664,-26.618378363905755,-26.06528389997319,-21.116910764075524,-12.001945699126516,-0.5321899198826827,2.796731647007652,3.654965451048618,1.640491466858669,15.409570193979386,-1.5094460723083722,10.513317366213188,-12.988229262532947,-1.6787702400594915,-13.408719712311875,-3.6881898945138234,1e-06,0.0005003000000009549,2.9999966069626953e-09,730.2173672776677,1.21e-15,740.7971628029358,431.5461981805397
-0.1126581151736663,-2.2446531125239075,-18.352948246482654,-22.952527349161805,-27.613231459309134,-34.0434107942549,-23.62710198929997,-26.498041436072782,-17.8891107514252,-13.604727684497508,-10.033604017101773,-8.540563509171772,-16.057566613321594,-15.101338787481962,-19.444331275314624,-18.80456258026402,-26.178746122561616,-21.825592477911844,-32.04273103257546,-33.740166347102445,5.684307673371818e-06,0.0010433047905703248,1.5308510981761365e-09,730.2999999985698,1.21e-15,740.7999999997666,113.80305433375683
-0.27520234210003913,-2.2813143279990826,-26.606127411007282,-18.535547996018643,-9.439126773549791,-28.72278064389226,-21.946439196678103,-19.542897132270646,-14.378155920303342,-5.125839665180328,-11.419088327483676,-15.175441704788522,-16.959020826941053,-1.284168255949485,-16.200440673526227,-8.882660652975375,-16.727843076356592,-15.761995313342883,-27.060776359547948,-19.432039497222988,1.94521335614371e-06,0.001274632524955681,3.845360300732344e-10,730.2966442027607,1.21e-15,740.7979834919935,152.75123898241858
-1.8966506018422402,-1.1030825082192615,-15.160833584847563,-17.45054957491693,-32.65851539317903,-13.338100381884292,-31.383847454859175,-34.990112810659916,-18.090980830277154,-7.71575909146976,-10.42628560603062,-10.5457888358628,-16.30719565289143,-10.198072628284555,-18.631719661412873,-10.13637754041996,-27.408060844795386,-19.144010346059204,-31.99687621396839,-27.884758487589533,4.390827737081401e-06,0.001104314686246086,2.110227609903497e-09,730.300017700647,1.21e-15,740.7999835588489,128.99022771517588
-0.967306914473153,-2.9502365132164314,-18.005244295455938,-24.694789457538697,-18.268734026311737,-30.47815539661356,-21.441412354567763,-29.612288598367563,-1.1932724124251877,-16.266354993406566,-3.223333799534279,-3.245987939609135,-12.025629292171327,-24.57044350380275,-12.82486624416638,-24.445745396416974,-19.546551131107723,-21.299390764673987,-30.951388999888206,-38.140844963903625,9.569065051331571e-06,0.00079148966449237,2.856366474178796e-09,730.3000364497086,1.21e-15,740.800818963408,154.37076343080184
-1.9768009468492245,-2.659579436278233,-8.340901379061222,-9.45008032575728,-28.31079976846287,-17.884633734195635,-18.049411702595343,-25.08730620043844,-8.870790092205718,-14.29866579361748,,,,,,,,,,,,,,,,,
-2.7206916965823025,-0.30835272614001985,-8.90950784706331,-15.170864566288245,-26.207940428734045,-25.943948101569866,-20.50083046554537,-15.90361841767378,-2.1295500383598878,-4.151547205125214,2.5303009902966274,3.5949454011070046,0.9288526322930961,15.623900674478827,-1.938022863224523,9.940834966035212,-11.724213456174738,-2.74319870156382,-15.012893855640726,-6.010980684250841,1e-06,0.0005654499828314336,4.01e-15,730.2975636036308,1.21e-15,740.8001003386106,338.4329812080159
